Id;type;image;URL;Content;Timestamp;Views (Organic);Impressions (Paid);Reach (Organic);Reach (Paid);Likes;Saved;Comments;Shares;Interactions;Engagement;Posts clicks (Paid);Post Interactions (Paid);Spend
"3586193742998233418_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t51.75761-15/483828885_18347972518146657_5445157824901866650_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=kh8S0MFRto8Q7kNvwHlaAYS&_nc_oc=AdnizN1kuq1bOjUG-xanNGhrBTpMTeA5zEM5T7EflpV5IEM9gzfhhjUUXxhg7nK21ac&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWdkG7nPvNG3BCWpbWCbx9Rh0mi6GZ_58Fc4AUE3L0TOw&oe=68975134";"https://www.instagram.com/p/DHEuDVzI2FK/";"🔴 La ciudad de #BahíaBlanca sigue en emergencia tras el temporal. Es por esto que creemos necesario unirnos en comunidad para ayudar de manera inmediata a quienes fueron afectados.

Podes donar por transferencia a @municipiobahia @sifundacion @cruzrojaarg o acercar donaciones materiales a los puntos de recolección de @redsolidaria y @ocalogistica. 

#BahíaBlanca #inundaciones #crisisclimatica";2025-03-11 18:13;"87854";;"64821";;"619";"21";"10";"251";901;"1.39";;;
"3583783979591280575_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.75761-15/482710761_18347558767146657_7711250905350998743_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=omTBAbQJ8HEQ7kNvwHD9xkV&_nc_oc=AdmdlXC6Ok8GjdQunpX3X7YJgViN6PFtCoMhYs0zv2qiWoDZ4HZvIF02kcb1Zz3cI1k&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfXlFjHf7lV1SQtWzRHgPkFkw6ulDkDSz1vX_seN03HOXA&oe=68977782";"https://www.instagram.com/p/DG8KIqvRie_/";"Este #8M decimos fuerte y claro: violencia es vivir en barrios sin acceso a derechos básicos. Violencia es que la pobreza y el género definan cómo y dónde vivimos.

En TECHO, somos muchas mujeres las que movemos esta organización: trabajadoras, voluntarias y vecinas que todos los días transformamos realidades. Y sabemos que esas desigualdades nos atraviesan y nos duelen el doble.

Por eso, hoy y siempre, soñamos y accionamos para lograr ciudades justas y libres de violencias. Porque construir un barrio digno, también es construir un presente sin violencia de género. 💜

#8M #DiaInternacionalDeLaMujer #DerechoALaCiudad #TECHO 

Fuentes: Informe TECHO “Percepciones sobre la violencia en barrios populares” 2021; RENABAP";2025-03-08 10:26;"50650";;"33634";;"828";"49";"6";"182";1065;"3.17";;;
"3563553032119947920_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-15/476821584_973319251410583_794220359801716459_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=DBXKTBcjLLUQ7kNvwEg_fOs&_nc_oc=AdlFJw3Fj-tAlvfT0CHVZ02ALaiRl6Y5kPwsL_UxVWj-ZPjCpVmHrk_mhkDY_0ZhM2U&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfXOwtfuXmIN7p7i2R4V-0Ckoj__PfaUD1hOGqmp4BAZRQ&oe=68977530";"https://www.instagram.com/p/DF0SJopxpKQ/";"Una de las consecuencias del cambio climático es el incremento de la ocurrencia, intensidad y duración de eventos climáticos extremos. Esto refuerza las condiciones de vulnerabilidad de los ecosistemas, las ciudades y de quienes los habitan. 

El daño económico de la crisis climática en América Latina fue de US$ 9 billones en 2022 (Fuente: ONU).";2025-02-08 12:30;"28592";;"16673";;"849";"35";"12";"37";933;"5.6";;;
"3551972902692014911_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/474727477_417016778089901_1303343821611810258_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=quBW3Rf6kJwQ7kNvwEjM3gt&_nc_oc=Adlx2Nl6f31CSg0ixs6kD7dPaR8kvqglKc2zX11en3jKnlO86yu9IVoOioSyv7ItZX8&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfVXS_EoSp1VaCsPMiZekFcQU4JwrIK9cn-Bo77sTFPagQ&oe=68976AEA";"https://www.instagram.com/p/DFLJIksxUs_/";"Las sillas en la vereda, un clásico argentino.
Y un barrio unido por sus vecinos 💙 #concordia #dtmf";2025-01-23 13:03;"17563";;"8751";;"707";"9";"1";"29";746;"8.52";;;
"3534562588521398960_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/471762572_2910811005750291_3603220001672818728_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=EabzORKBle0Q7kNvwGXMP6H&_nc_oc=Adkb0ZHuAtdLxMkDBzlrgGC5oiK8MpqfZaGRXR9CTtih8F-NRIFa2JzT75auIigKPzk&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfX7_8gg-gCxqRuEWiYsnS82Kmvf13xy3Scr6zHPvuaVUA&oe=689759F0";"https://www.instagram.com/p/DENSfKFNAKw/";"Comenzamos el año con el objetivo de construir 1.001 viviendas y, más allá de que el número parecía inmenso, siempre miramos el detrás de escena: queremos llegar a la mayor cantidad de familias posibles. 

Hoy, 960 familias terminan el año bajo un techo seguro y eso es el valor más grande que nos deja este año. Haber podido duplicar el número de viviendas que en 2023, con la convicción de más de 13.000 personas que nos acompañaron como voluntarias.

Sabemos que el trabajo en conjunto nos permite llegar al lugar que soñamos: una Argentina donde nadie viva en un piso de tierra. Porque detrás de cada vivienda hay una historia y porque cada familia cuenta 💙

Nos vemos el próximo año, están listos? 🏘️💙✨💪";2024-12-30 12:32;"37435";;"30756";;"1057";"20";"10";"63";1150;"3.74";;;
"3531769437876682068_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/471494442_1417957922516433_7268293132138917909_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=R27mUDpGWbcQ7kNvwHwrkIA&_nc_oc=AdlOXyoAVv6FOhdLx2MfrYp5e7IqNxGlPjoJlCu61KE3bDedO38luQlvlabGYFoma_k&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfUWz1f98pgt-GlBfmJDUk7Cdz-Y31t88n1r2jl8vV_ejw&oe=68975487";"https://www.instagram.com/p/DEDXZd1OH1U/";"#RECAP2024 🏘️💙✨

No estamos llorando, se nos metió el 2024 en el ojo 🥹

Gracias a todos los que fueron parte de este año. Seguiremos trabajando por una Argentina donde nadie viva en un piso de tierra 🙌🏼🇦🇷";2024-12-26 16:02;"33029";;"22689";;"775";"30";"15";"137";957;"4.22";;;
"3522306793604068112_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t39.30808-6/484411994_1082332933940291_5973800457041406139_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=96RnPCi8W3wQ7kNvwG5Wsvu&_nc_oc=AdlutBSWW_zFfzlFKw3GmU9szRjtr6BTv1YI9y40W4A0X3AkdBKOWTgUmyaT1B7cCEY&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWIuzbYyDZA_w6fqgWUf5Zpa8XiMH_PiITYKM08sCpL0g&oe=68977BA5";"https://www.instagram.com/p/DDhv13mtzMQ/";"Concordia nos recibió con mucha lluvia, barro y por momentos demasiado sol. 
Pero hay algo que nos mantuvo en pie: toda la gente que se sumó a que podamos construir 131 viviendas en 1 semana 💙

Gracias por los mensajes y por estar presentes! Cuando trabajamos en comunidad cualquier meta es posible 🏘️";2024-12-13 14:41;"13574";;"10430";;"527";"4";"10";"46";587;"5.63";;;
"3520951306984679720_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/469743804_584246880814632_3484553553744569161_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=Hy0MwPJYfA0Q7kNvwGi5wps&_nc_oc=Adm-XQyOPC2Gq23zCJmcrl20EziF98N2_8ZL_66N7j_VZ-c_zNIlc-vk7sPc895D8Ik&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfWTSIrwwrIEbMjB0GtdBKp4PDZLtwCVXyleQTA3xL_Vtw&oe=68975CF9";"https://www.instagram.com/p/DDc7o8UROko/";"El finde estuvimos en el @bsastrap y pasaron muchas cositas🔥

Alguno pasó por ahí? 👀👀👀
Cuéntennos que les pareció nuestra intervención 🤘🏼👇🏼🏘️💙";2024-12-11 17:48;"8994";;"7465";;"418";"9";"1";"9";437;"5.85";;;
"3516400046808653289_4362698656";"FEED_IMAGE";"https://scontent-lhr8-2.cdninstagram.com/v/t39.30808-6/469161177_1007559961417589_1229994742450472847_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_eui2=AeEhu_-yWFhGdxGXi7m-kYHcyffk0gbDVVrJ9-TSBsNVWleBfI7Rn6nHLXR6Wq7NSzE&_nc_ohc=lCaPhjfxGz0Q7kNvgHU0205&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=AJgqcBFz13vucgJWxKWFmsS&oh=00_AYBZ-_53kQq0xlPZhduilaEIVGvtbqLZMzvb1Hi_4OhcnQ&oe=67618B45";"https://www.instagram.com/p/DDMwzY-Ml3p/";"MÁS QUE UN GÉNERO, UN MOVIMIENTO.

Para nuestra juventud movilizada tenemos un regalo: VIVÍ EL @bsastrap 🤘🏼🔥
🎟️Participá por entradas para el sábado 7 y domingo 8 en el Parque de la Ciudad 👇🏼

➡️ Seguinos en IG a @techo_argentina
➡️ Dale like a este posteo
➡️ Mencioná a la persona con la que irías al festi

*Válido para personas en Buenos Aires. 
Las entradas se entregan en Capital Federal. Sorteo  finalizado ✔️ 

 #BSASTRAP #voluntariado";2024-12-05 11:06;"4209";;"3145";;"194";"4";"616";"19";833;"26.49";;;
"3510945916778988890_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.29350-15/468676913_895977709297132_2711150270712504203_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=D0J3A5qR75MQ7kNvwFiTKOt&_nc_oc=AdmQ1qV9bs7RtXPixkyV8HOiPN8ff2zEKjHL3VuF1O4ct5OBoM6l_vSP5yBxZnWnbMA&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWawjg9rVbVDg5xTIxGvfAjFNSxrh6Ua_jwAMCN1lg_Cg&oe=6897610F";"https://www.instagram.com/p/DC5YrWjOEVa/";"3 días de lluvia en Concordia no fueron suficientes para parar la fuerza de más de 250 voluntades movilizadas por un objetivo en común ❤️‍🩹

Terminamos la primera tanda de las 130 viviendas, seguimos por más 💪🏼🏘✨️✅️";2024-11-27 22:29;"15808";;"12462";;"979";"10";"20";"47";1056;"8.47";;;
"3507191746524703701_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.29350-15/467995263_494349707098663_4144576626761763644_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=dHY2mRNpi3kQ7kNvwHFaPC-&_nc_oc=Adk-gb1_xJvILfxOJyf4onOVMaeuMiSEwObwOx0vq0G-I1eb6kwJtnHbGDs3WrHY-s8&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfVrP51AxEkqTDGRjdcx97dGlzYuXMOmLvCLvIH0O6Vh8g&oe=68977CF4";"https://www.instagram.com/p/DCsDE_CyWvV/";"Este año nos propusimos un objetivo y vamos a cumplirlo: construir 1.001 viviendas para 1.001 familias 🏘✅️🇦🇷🔨

Dejá tu mensaje de aliento para todas las voluntades que van a estar construyendo estos días 💌";2024-11-22 18:10;"12845";;"10297";;"777";"9";"16";"31";833;"8.09";;;
"3500560061149688330_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.29350-15/466703588_578898417891160_4671348520676353411_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=cr8ghXjH2uUQ7kNvwFiWxpr&_nc_oc=AdmhlBEVq5_KEgyk03pINLWgVennArFD7fvZ8dkaNyPM1SUiUPQeM3Bbve2S9Un7MP8&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWaTPFemZzTaF9ekyoazDsIiMBj4IYMhggITX_qEExh5g&oe=6897665C";"https://www.instagram.com/p/DCUfNQvvzIK/";"Este año nos propusimos un gran sueño: lograr que 1001 familias dejen de vivir sobre un piso de tierra y terminen el 2024 bajo un techo seguro 🏠🔜💙

Sumate y doná en link.mercadopago.com.ar/colectatecho2024 (link en bio)";2024-11-13 14:35;"10931";;"8797";;"335";"10";"6";"45";396;"4.5";;;
"3496884242924707212_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/465983805_1893963207767425_5987501913464996985_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=PrGbnw43Bo8Q7kNvwHUJWpK&_nc_oc=Adn6PXIipucYDOlcfoz_Ol_dfrAQIEDvuTjGEpMxLtUlv48NIpmiq662jvVhHLql-Ww&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfX1A6sm08FTNIP9tlTRGqj0Hk-j2OBaZk2UG7zpXssOUw&oe=68975614";"https://www.instagram.com/p/DCHbbEQMB2M/";"Este año nos propusimos un gran sueño: lograr que 1001 familias dejen de vivir sobre un piso de tierra y terminen el 2024 bajo un techo seguro 🏠🔜💙

Ya logramos construir más de 600 viviendas y recaudar fondos para más de 300, pero aún necesitamos juntar plata para las últimas 70 viviendas que nos faltan.

Es por eso que lanzamos una campaña de recaudación para lograr que 1001 familias tengan un fin de año mejor, viviendo en condiciones más dignas.

Podés donar en este link link.mercadopago.com.ar/colectatecho2024 (link en bio)
Compartilo con tus amigos y familiares. Es muy fácil y lo que sea que puedas donar, suma.";2024-11-08 12:52;"18120";;"12867";;"495";"10";"6";"82";593;"4.61";;;
"3491241521834080612_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t39.30808-6/484162107_1081959570644294_705388971330362832_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=YrkVhuLD8UYQ7kNvwHOYiNA&_nc_oc=Admer3BAlqgRVcWL5-KXh4oIlth3BkUPYQM6SCiMH3T4Qj_ONBfvTlMefD7MEp6fFxk&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfVY4gMnKEJwmBJ7aDFSZK2lkINyaxDxwi2rq866bWzGfg&oe=68975000";"https://www.instagram.com/p/DBzYaquA7lk/";"Si diseñar ciudades fuera tan fácil como hacer click viviríamos en #LosSims 🖱️

Para habitar las ciudades que queremos es necesario una planificación que acompañe su crecimiento y que garantice condiciones dignas de habitabilidad. 

Seamos campeones en construir un país con oportunidades para todos 🫱🏼‍🫲🏽

#DíaDeLasCiudades";2024-10-31 18:00;"11676";;"9077";;"586";"31";"1";"40";658;"7.25";;;
"3490341611867610588_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/465001691_1234662101108824_537695687379054064_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=VJXXW_iB6ssQ7kNvwFlxEzr&_nc_oc=Adn3HL3Q7Vfz9BybEP0XzMYr5ZjcaH8HMmwWYvi89o0K52p_myrfku6mdpZEFwA7n3U&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfVNqTfe0iUpV6D5TRA_y5AjwIavPGl7TyyMTnrnZO7hdA&oe=6897596B";"https://www.instagram.com/p/DBwLzQQIh3c/";"Quedate leyendo porque #noviembre se viene con todo 🔥

Cada vez estamos más cerca de nuestro objetivo del año: construir 1.001 viviendas para 1.001 familias!

Porque creemos que cada familia cuenta y hace la diferencia te invitamos a que te sumes a este desafío ❤️‍🩹👇🏘️🛠️

🔴2 y 3 en #BAOeste, #Rosario y #LaPlata
🟣16 y 17 en #Mendoza
🟢23 y 24 en #Córdoba, #Misiones y #BANorte
🟡25, 26, 27 y 29, 30 y 1/12 #EntreRios (deslizá y mirá la info clave de la construcción nacional de 130 viviendas con baño😮)

Es tu primera construcción y tenes dudas? Dejanos un comentario y charlamos!";2024-10-30 12:12;"18447";;"12851";;"435";"20";"32";"93";580;"4.51";;;
"3485425392306225741_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t51.29350-15/464345490_1214999263062952_3495868816341043669_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=ipnRBLMQeskQ7kNvwHsDYKs&_nc_oc=AdnEC4oFZZLbClPhZb_QYECiwoNLuXkob6u5pp0qXTOOLRa1NZmDpIJ-xbxhTZuMG7U&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWDcet_yivUA_aCmj6CGnfkfvPHVjwTGd1CSgIA5sqDdg&oe=68976315";"https://www.instagram.com/p/DBet-1_igJN/";"Llegó la guía que todos estaban esperando 🛠️

En noviembre nos vamos a Concordia, Entre Ríos a construir 130 viviendas y queremos que te sumes!

Necesitamos muchas manos, así que compartile esta publicación a ese amigo que te acompaña en todas 📤

Agendate las fechas 📅
➡️Participación Completa: Lunes 25 al Domingo 1 (saliendo el domingo 24 y volviendo el Lunes 2)
➡️Tanda 1: lunes 25, martes 26 y miércoles 27 de noviembre (saliendo el domingo 24 y volviendo el jueves 28)
➡️Tanda 2: viernes 29 y sábado 30 de noviembre y domingo 1 de diciembre(saliendo el jueves 28 y volviendo el lunes 2)

📋 Anotate en bit.ly/ConstruccionEntreRios

¿Nos vemos ahí?";2024-10-23 17:25;"40561";;"33056";;"745";"53";"22";"87";907;"2.74";;;
"3484630370417454366_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.29350-15/464251058_1206403720655786_2740127937987880550_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=CqaSxXWdPp0Q7kNvwFC0Uiu&_nc_oc=AdmcYk8DXYqAwGnakgQpOmGyGHpfUfOWOBIViFdGiC23b8jpUoanS5BGSDvra6FWVcY&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfU1L-Rk8pFoWVW42Xsl3OdVxHaWFfyFtqVZVlPFySpYvA&oe=68975A4D";"https://www.instagram.com/p/DBb5NwKRS0e/";"¿Mito o realidad? 🤔
Los estereotipos no ayudan, pero informarnos sí. 💡
En el #MesDelHábitat, te invitamos a descubrir los mitos más comunes y las realidades que viven miles de familias en barrios populares de Argentina 🇦🇷

¿Qué mito te sorprende? 🧐
¡Contanos en los comentarios!

#MesDelHabitat #Habitat #OSC

Fuentes: Censo Nacional 2022 (INDEC) y RENABAP.";2024-10-22 15:05;"12453";;"10883";;"359";"16";"3";"35";413;"3.79";;;
"3484593294497286220_4362698656";"FEED_IMAGE";"https://scontent-lhr6-2.cdninstagram.com/v/t51.29350-15/464219366_575426498254600_382490177691993934_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=y0d1j58OyVYQ7kNvwEnDyHD&_nc_oc=Admb7QFY-2h32VtqCE4v0dPxY9pJWJQd49QByPchWs4b1UbK-X9-FZKIF_rEmPfnRNo&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfUSBEYIJYJciN9Q8NPAkcPPokmYge7s-46bjp2BdX0xyw&oe=68975A8B";"https://www.instagram.com/p/DBbwyOhOAhM/";"Y si salimos de la virtualidad y nos juntamos a charlar? 👀

✨️HOY 22/10 tenemos este gran evento 💅🏼 

Vamos a hablar sobre la salud mental en las juventudes de #Argentina con

🗣 @_ninoferrero de @asuntosdelsur
🗣 @luna_eliass de @jovenesporelclimaarg
🗣 @clarawillii_ y @vickycroci de @techo_argentina

🕑 Te esperamos 18:30 hs 
📍Centro Cultural Morán (Pedro Morán 2147, CABA)
 

Si querés participar, te dejamos el link en stories para inscribirte📲";2024-10-22 13:51;"4624";;"4374";;"117";"3";"1";"4";125;"2.86";;;
"3480974951138923676_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/463377792_969582105215375_3649557133388000033_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=QEXZNfKrSpEQ7kNvwHJ8OHe&_nc_oc=AdkZxYVjGP0nUAmCqgz3YZAC1raiJVhm6XFbgivcadQAFI9G8RvyMUeS96UKXDsCEm8&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfW24RO4i4Ui0V9Hhp4uCL9Gk2OpJenkVr9ypKXQJUa1yA&oe=689772FB";"https://www.instagram.com/p/DBO6EZqqxSc/";"La #vivienda digna se impone en la lucha contra la #pobreza🥊

✅ Es el primer paso para una transformación de vida.
✅ Es el espacio donde construimos nuestro hogar y soñamos nuestro futuro.

Para construir una sociedad más justa es necesario garantizar el acceso a una vivienda que permita que todos podamos imaginar un futuro mejor 🏠💪

(*) Estudio realizado por el Centro de Investigación Social de TECHO Argentina en conjunto con la Universidad Católica Argentina (UCA), y a nivel latinoamericano por J-PAL. “Impacto estadísticamente significativo y de gran magnitud”

#OctubreUrbano #MesDelHábitat";2024-10-17 14:02;"9793";;"7350";;"466";"24";;"62";552;"7.51";;;
"3478741275969364569_4362698656";"FEED_IMAGE";"https://scontent-lhr8-2.cdninstagram.com/v/t51.75761-15/462793862_18329652733146657_5669404050170771433_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=pE79RYm7Sq4Q7kNvwGZFw0e&_nc_oc=AdkcIKE9gcxGv7g5KCN9IAXTCKkF_2w8GdcTdZn6fSXw_AKv43vKmjYGoSXzzlGYR8E&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWdYiZZMa68vYxq8QU9veBTbZcytIpxc2QIY7Ik4pJqZg&oe=68976E3E";"https://www.instagram.com/p/DBG-MJjpKJZ/";"Políticas que trascienden, políticas que transforman ▶️

Hoy a las 16 h, te invitamos a sumarte al panel organizado por @techo_argentina, @fundarpoliticas y @caritasargentina. Junto a referentes políticos, sociales y religiosos, reflexionaremos sobre el impacto y los desafíos de la Ley de Integración Socio Urbana, a 6 años de su sanción.

Nos acompañarán en el panel: @elisalilitacarrio, jorge_garcia_cuerva, @fermino.ok y @sebastian.welisiejko.

🔴 Seguilo en vivo por YouTube @UCAarg
📅 Lunes 14 de octubre
⏰ 16 h

Moderan: @juanmaquieyra, @mariamigliore_ y @vidalpabl0";2024-10-14 12:04;"17668";;"14640";;"371";"24";"2";"35";432;"2.95";;;
"3473635190687635704_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/462301270_18328703593146657_9022645959619897557_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=OQfKAv5zl-YQ7kNvwGExL3b&_nc_oc=Adk8xiJ1INMcbUmzCyfnTDSxK6cdujuw-nh7mzKn8463xHDGmXNidKbJkeQGGoVUnDA&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfWxsCR3bWd5vvDJr1pUtMjeRjJw22qOZT_dHAAc28TTRA&oe=689777DF";"https://www.instagram.com/p/DA01M1EO5j4/";"Una vivienda es habitable si... ☝️ 

En el #DíaDelHábitat nos juntamos para visibilizar la realidad que viven millones de personas en Argentina y en el mundo, y la importancia del trabajo que realizamos desde el tercer sector para acompañar a las familias y transformar la realidad. 🏡

Durante todo el mes, seguiremos compartiendo información relevante sobre este tema que nos moviliza y nos une. 

¿Conocías esta realidad y a estas organizaciones?
👇🏼Dejanos tu opinión en comentarios. 

*Fuentes: Censo Nacional 2022 (INDEC), Informe “Factores de riesgo ambiental en barrios populares” 2024 (TECHO) y RENABAP.

#Hábitat #DíaDelHábitat #MesDelHábitat";2024-10-07 11:00;"27246";;"20280";;"598";"37";"9";"106";750;"3.7";;;
